Title,Image,_287661cb_URL,c4fc20ba,f343d9ce,_7afabd84,_4b74b8bb,_4720d1a0,_4720d1a01,_4720d1a02,_85d9f2e2,_3d84afe9
At Chattogram DOHS 1350 Square Feet Flat For Sale.,https://images-cdn.bproperty.com/thumbnails/512140-400x300.jpeg,https://www.bproperty.com/en/property/details-1826880.html,BDT,72 Lakh,"Chattogram DOHS, Bayazid, Chattogram",Apartment,3,4,"1,350 sqft", Call, Email
Ready Flat 1215 Sq Ft Is Now For Sale In Chandgaon Nearby Shantinagar Ideal School,https://images-cdn.bproperty.com/thumbnails/519357-400x300.jpeg,https://www.bproperty.com/en/property/details-1819595.html,BDT,60 Lakh,"Chandrima, Chandgaon Residential Area, 4 No Chandgaon Ward, Chattogram",Apartment,3,3,"1,215 sqft", Call, Email
"Beautiful And Well-constructed 1400 Sq Ft Apartment Is Ready For Sale At Chatogram, Near Ferozshah Colony Government Primary School",https://images-cdn.bproperty.com/thumbnails/521707-400x300.jpeg,https://www.bproperty.com/en/property/details-1817174.html,BDT,70 Lakh,"Lake Valley R/A, 9 No. North Pahartali Ward, Chattogram",Apartment,3,3,"1,400 sqft", Call, Email
Rarely Available Apartment Is Up For Sale At Lal Khan Bazaar Near To Chatogram Government Women's College,https://images-cdn.bproperty.com/thumbnails/44335-400x300.jpeg,https://www.bproperty.com/en/property/details-1812593.html,BDT,68 Lakh,"Dampara, 14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar, Chattogram",Apartment,3,3,"1,115 sqft", Call, Email
"We Have This Wonderful Apartment Covering 1200 Sq Ft In Total That You Have Been Looking For, This Flat For Sale Is Located In Chawk Bazar Near To Chatogram College",https://images-cdn.bproperty.com/thumbnails/526097-400x300.jpeg,https://www.bproperty.com/en/property/details-1812777.html,BDT,50 Lakh,"Chawk Bazar, 16 No. Chawk Bazaar Ward, Chattogram",Apartment,3,4,"1,200 sqft", Call, Email
"Looking For Convenience? Well, Look No Further As We Have This 2200 Sq Ft Ready Flat For sale At Khulsi Hill R/a Nearby Radiant School And College",https://images-cdn.bproperty.com/thumbnails/531791-400x300.jpeg,https://www.bproperty.com/en/property/details-1809791.html,BDT,2.3 Crore,"Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",Apartment,4,4,"2,200 sqft", Call, Email
"An apartment is up for sale in Double Mooring which is very near to ICMAB Chatogram Branch, CMA Bhaban.",https://images-cdn.bproperty.com/thumbnails/186650-400x300.jpeg,https://www.bproperty.com/en/property/details-1797588.html,BDT,50 Lakh,"South Agrabad, Double Mooring, Chattogram",Apartment,3,3,"1,254 sqft", Call, Email
A well-constructed 720 SQ FT flat is ready for Sale in Bakalia close to Bakalia High School,,https://www.bproperty.com/en/property/details-1796494.html,BDT,30 Lakh,"17 No West Bakalia Ward, Bakalia, Chattogram",Apartment,2,2,720 sqft, Call, Email
"A Nicely Constructed Flat Of 1500 Sq Ft Can Be Found In Jamal Khan For Sale, Near Dewanji Pukur Puja Mandap",,https://www.bproperty.com/en/property/details-1785820.html,BDT,90 Lakh,"Rahmatganj, Jamal Khan, Chattogram",Apartment,3,3,"1,500 sqft", Call, Email
A 1284 Sq Ft Beautiful Apartment For Sale Is All Set For You In 16 No. Chawk Bazaar Ward,,https://www.bproperty.com/en/property/details-1784584.html,BDT,80 Lakh,"16 No. Chawk Bazaar Ward, Chattogram",Apartment,3,3,"1,284 sqft", Call, Email
1850 Sq Ft Flat Is Now Available For Sale Nearby Dakshin Kattali Pranhory Gov. Model Primary School In Kattali,,https://www.bproperty.com/en/property/details-1782615.html,BDT,85 Lakh,"Proshanti R/A, 10 No. North Kattali Ward, Chattogram",Apartment,4,3,"1,850 sqft", Call, Email
A 1850 Sq. Ft. Flat Is Now Up For Sale Located Near To Dakshin Kattali Pranhory Gov. Model Primary School In Kattali,,https://www.bproperty.com/en/property/details-1782616.html,BDT,85 Lakh,"Proshanti R/A, 10 No. North Kattali Ward, Chattogram",Apartment,4,3,"1,850 sqft", Call, Email
Offering you a 1750 SQ FT flat for Sale in Khulsi near to Khulshi Mart,,https://www.bproperty.com/en/property/details-1777208.html,BDT,1.5 Crore,"South Khulshi, Khulshi, Chattogram",Apartment,3,3,"1,750 sqft", Call, Email
Plan to move in this 2600 SQ FT flat which is for Sale in Bagmoniram near to Hafiz Park,,https://www.bproperty.com/en/property/details-1778232.html,BDT,2 Crore,"O R Nizam Road Residential Area, Nasirabad, 15 No. Bagmoniram Ward, Chattogram",Apartment,4,4,"2,600 sqft", Call, Email
"Reside conveniently, in this 1350 SQ FT flat for sale in South Khulsi, near Port City International University",,https://www.bproperty.com/en/property/details-1773702.html,BDT,66.95 Lakh,"South Khulshi, Khulshi, Chattogram",Apartment,3,3,"1,350 sqft", Call, Email
Check This Fine Looking Flat Of 1486 Sq Ft Offered For Sale Nearby Shayesta Khan Jame Masjid At Sholokbahar,,https://www.bproperty.com/en/property/details-1766681.html,BDT,85 Lakh,"Sholokbahar, Chattogram",Apartment,3,3,"1,486 sqft", Call, Email
At Kattali A Suitable Flat Is Up For Sale Which Is 1850 Sq Ft Close To Alamin Hospital,,https://www.bproperty.com/en/property/details-1747448.html,BDT,85 Lakh,"Proshanti R/A, 10 No. North Kattali Ward, Chattogram",Apartment,4,3,"1,850 sqft", Call, Email
This Lovely 1850 Sq Ft Residential Property Is Up For Sale At North Kattali Ward,,https://www.bproperty.com/en/property/details-1680638.html,BDT,85 Lakh,"Proshanti R/A, 10 No. North Kattali Ward, Chattogram",Apartment,4,3,"1,850 sqft", Call, Email
A well spacious 1880 SQ FT residential flat is for sale at Hillview R/A nearby Chawkbazar Shopping Mall,,https://www.bproperty.com/en/property/details-1760940.html,BDT,1.5 Crore,"Hillview Residential Area, 15 No. Bagmoniram Ward, Chattogram",Apartment,3,4,"1,880 sqft", Call, Email
Take Sale of a nicely done 1450 SQ FT residential flat located at Nasirabad close to Agrani Bank Limited,,https://www.bproperty.com/en/property/details-1756315.html,BDT,90 Lakh,"East Nasirabad, Chattogram",Apartment,3,3,"1,450 sqft", Call, Email
1258 SQ FT residential flat is for sale at 9 No. North Pahartali Ward area nearby University of Science and Technology Chatogram,,https://www.bproperty.com/en/property/details-1706181.html,BDT,70 Lakh,"Lake Valley R/A, 9 No. North Pahartali Ward, Chattogram",Apartment,3,3,"1,258 sqft", Call, Email
1451 SQ FT flat is available for sale at 16 No. Chawk Bazaar Ward.,,https://www.bproperty.com/en/property/details-1671020.html,BDT,90 Lakh,"17 No West Bakalia Ward, Bakalia, Chattogram",Apartment,3,3,"1,451 sqft", Call, Email
This 1518 Sq. ft Apartment Ready For Sale At Jamal Khan -momin Road.,,https://www.bproperty.com/en/property/details-1662577.html,BDT,1.3 Crore,"Jamal Khan, Chattogram",Apartment,3,3,"1,518 sqft", Call, Email
1650 Square Feet And 3 Bedroom Residential Apartment For Sale At Khulshi Close To Khulshi Police Station,,https://www.bproperty.com/en/property/details-5432292.html,BDT,1.35 Crore,"South Khulshi, Khulshi, Chattogram",Apartment,3,3,"1,650 sqft", Call, Email
1635 SQ FT Apartment for Sale in Khulshi nearby Khulshi Jame Masjid,,https://www.bproperty.com/en/property/details-1890309.html,BDT,1.25 Crore,"South Khulshi, Khulshi, Chattogram",Apartment,3,3,"1,635 sqft", Call, Email
"Close to Uttara Residential Area Jame Masjid, an apartment for sale is available in Double Mooring",https://images-cdn.bproperty.com/thumbnails/1090325-400x300.jpeg,https://www.bproperty.com/en/property/details-1840545.html,BDT,47 Lakh,"Shantibag Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,3,3,"1,175 sqft", Call, Email
"An apartment for sale is located at Double Mooring, near to Halishahar H-Block Jame Mosjid",https://images-cdn.bproperty.com/thumbnails/328414-400x300.jpeg,https://www.bproperty.com/en/property/details-1839647.html,BDT,42.3 Lakh,"Karnaphuly Abashik Elaka, 25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,2,2,940 sqft, Call, Email
Reasonable 1880 SQ FT flat is available for sale in Bagmoniram near to Kallol Super Market,https://images-cdn.bproperty.com/thumbnails/615079-400x300.jpeg,https://www.bproperty.com/en/property/details-1760925.html,BDT,1.5 Crore,"Hillview Residential Area, 15 No. Bagmoniram Ward, Chattogram",Apartment,3,4,"1,880 sqft", Call, Email
An Apartment For Sale Is All Set For You To Settle In Khulshi Close To Khulshi Green Housing Society,,https://www.bproperty.com/en/property/details-1838241.html,BDT,75 Lakh,"Khulshi Green Housing Society, Khulshi, Chattogram",Apartment,3,3,"1,250 sqft", Call, Email
"Looking for a bigger place? try us, as we have this 1330 SQ Ft apartment ready for sale at Double Mooring, near Chattagram Maa-O-Shishu Hospital Medical College",,https://www.bproperty.com/en/property/details-1820226.html,BDT,60 Lakh,"CDA Residential Area, South Agrabad, Double Mooring, Chattogram",Apartment,3,4,"1,330 sqft", Call, Email
This 1050 Sq Ft Apartment Is Ready For Sale In Nasirabad,,https://www.bproperty.com/en/property/details-1828618.html,BDT,50 Lakh,"East Nasirabad, Chattogram",Apartment,3,2,"1,050 sqft", Call, Email
"1370 Sq Ft Flat Is Up For Sale In Bayazid, Near Trust Bank Limited Atm",,https://www.bproperty.com/en/property/details-1826864.html,BDT,75 Lakh,"Chattogram DOHS, Bayazid, Chattogram",Apartment,3,3,"1,370 sqft", Call, Email
A well-constructed 720 SQ FT flat is ready for Sale in Bakalia close to Bakalia High School,https://images-cdn.bproperty.com/thumbnails/557534-400x300.jpeg,https://www.bproperty.com/en/property/details-1796494.html,BDT,30 Lakh,"17 No West Bakalia Ward, Bakalia, Chattogram",Apartment,2,2,720 sqft, Call, Email
"A Nicely Constructed Flat Of 1500 Sq Ft Can Be Found In Jamal Khan For Sale, Near Dewanji Pukur Puja Mandap",https://images-cdn.bproperty.com/thumbnails/571941-400x300.jpeg,https://www.bproperty.com/en/property/details-1785820.html,BDT,90 Lakh,"Rahmatganj, Jamal Khan, Chattogram",Apartment,3,3,"1,500 sqft", Call, Email
A 1284 Sq Ft Beautiful Apartment For Sale Is All Set For You In 16 No. Chawk Bazaar Ward,https://images-cdn.bproperty.com/thumbnails/574388-400x300.jpeg,https://www.bproperty.com/en/property/details-1784584.html,BDT,80 Lakh,"16 No. Chawk Bazaar Ward, Chattogram",Apartment,3,3,"1,284 sqft", Call, Email
1850 Sq Ft Flat Is Now Available For Sale Nearby Dakshin Kattali Pranhory Gov. Model Primary School In Kattali,https://images-cdn.bproperty.com/thumbnails/578590-400x300.jpeg,https://www.bproperty.com/en/property/details-1782615.html,BDT,85 Lakh,"Proshanti R/A, 10 No. North Kattali Ward, Chattogram",Apartment,4,3,"1,850 sqft", Call, Email
A 1850 Sq. Ft. Flat Is Now Up For Sale Located Near To Dakshin Kattali Pranhory Gov. Model Primary School In Kattali,https://images-cdn.bproperty.com/thumbnails/578651-400x300.jpeg,https://www.bproperty.com/en/property/details-1782616.html,BDT,85 Lakh,"Proshanti R/A, 10 No. North Kattali Ward, Chattogram",Apartment,4,3,"1,850 sqft", Call, Email
This Lovely 1850 Sq Ft Residential Property Is Up For Sale At North Kattali Ward,https://images-cdn.bproperty.com/thumbnails/1075422-400x300.jpeg,https://www.bproperty.com/en/property/details-1680638.html,BDT,85 Lakh,"Proshanti R/A, 10 No. North Kattali Ward, Chattogram",Apartment,4,3,"1,850 sqft", Call, Email
A well spacious 1880 SQ FT residential flat is for sale at Hillview R/A nearby Chawkbazar Shopping Mall,https://images-cdn.bproperty.com/thumbnails/618467-400x300.jpeg,https://www.bproperty.com/en/property/details-1760940.html,BDT,1.5 Crore,"Hillview Residential Area, 15 No. Bagmoniram Ward, Chattogram",Apartment,3,4,"1,880 sqft", Call, Email
Take Sale of a nicely done 1450 SQ FT residential flat located at Nasirabad close to Agrani Bank Limited,https://images-cdn.bproperty.com/thumbnails/629415-400x300.jpeg,https://www.bproperty.com/en/property/details-1756315.html,BDT,90 Lakh,"East Nasirabad, Chattogram",Apartment,3,3,"1,450 sqft", Call, Email
1258 SQ FT residential flat is for sale at 9 No. North Pahartali Ward area nearby University of Science and Technology Chatogram,https://images-cdn.bproperty.com/thumbnails/742449-400x300.jpeg,https://www.bproperty.com/en/property/details-1706181.html,BDT,70 Lakh,"Lake Valley R/A, 9 No. North Pahartali Ward, Chattogram",Apartment,3,3,"1,258 sqft", Call, Email
This 1518 Sq. ft Apartment Ready For Sale At Jamal Khan -momin Road.,https://images-cdn.bproperty.com/thumbnails/750657-400x300.jpeg,https://www.bproperty.com/en/property/details-1662577.html,BDT,1.3 Crore,"Jamal Khan, Chattogram",Apartment,3,3,"1,518 sqft", Call, Email
1451 SQ FT flat is available for sale at 16 No. Chawk Bazaar Ward.,https://images-cdn.bproperty.com/thumbnails/750015-400x300.jpeg,https://www.bproperty.com/en/property/details-1671020.html,BDT,90 Lakh,"17 No West Bakalia Ward, Bakalia, Chattogram",Apartment,3,3,"1,451 sqft", Call, Email
An Apartment Which Is Up For Sale At Proshanti R/A Near To Proshanti Jame Masjid.,https://images-cdn.bproperty.com/thumbnails/171812-400x300.jpeg,https://www.bproperty.com/en/property/details-1921998.html,BDT,54 Lakh,"Proshanti R/A, 10 No. North Kattali Ward, Chattogram",Apartment,3,3,"1,200 sqft", Call, Email
An Apartment Which Is Up For Sale At Proshanti R/A Near To Proshanti Jame Masjid,https://images-cdn.bproperty.com/thumbnails/171840-400x300.jpeg,https://www.bproperty.com/en/property/details-1922000.html,BDT,50.4 Lakh,"Proshanti R/A, 10 No. North Kattali Ward, Chattogram",Apartment,3,3,"1,120 sqft", Call, Email
1224 Sq. Ft Apartment For Sale Is Located On Halishahar Housing Estate Near Hazrat Abu Bakar Siddique (R) Jame Masjid.,https://images-cdn.bproperty.com/thumbnails/131067-400x300.jpeg,https://www.bproperty.com/en/property/details-1915145.html,BDT,60 Lakh,"Block G, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,3,2,"1,224 sqft", Call, Email
In The Location Of Monsurabad An Apartment For Sale Near Hajrat Khaja Mansur Ali Shah (R) Mazar.,https://images-cdn.bproperty.com/thumbnails/181974-400x300.jpeg,https://www.bproperty.com/en/property/details-1911106.html,BDT,42 Lakh,"Monsurabad, 24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,2,2,930 sqft, Call, Email
Flat For Sale In Double Mooring Near Shantibag R/a Jame Masjid,https://images-cdn.bproperty.com/thumbnails/321714-400x300.jpeg,https://www.bproperty.com/en/property/details-1892059.html,BDT,60 Lakh,"Shantibag Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,3,3,"1,230 sqft", Call, Email
This Nice Flat Is Now Up For Sale In South Agrabad Near South Point Hospital,https://images-cdn.bproperty.com/thumbnails/153719-400x300.jpeg,https://www.bproperty.com/en/property/details-1890943.html,BDT,50.52 Lakh,"CDA Residential Area, South Agrabad, Double Mooring, Chattogram",Apartment,3,3,"1,075 sqft", Call, Email
"Choose Your Destination, 1685 Sq Ft Flat Which Is Available For Sale In Bagmoniram Near To Nasirabad",https://images-cdn.bproperty.com/thumbnails/656339-400x300.jpeg,https://www.bproperty.com/en/property/details-1746242.html,BDT,1.1 Crore,"O R Nizam Road Residential Area, Nasirabad, 15 No. Bagmoniram Ward, Chattogram",Apartment,3,4,"1,685 sqft", Call, Email
See this apartment which is up for sale in Halishahar near Halishahar Ahmad Miah City Corporation High School,https://images-cdn.bproperty.com/thumbnails/185560-400x300.jpeg,https://www.bproperty.com/en/property/details-1870162.html,BDT,51.75 Lakh,"Taltola, Bandartila, 38 No. South Middle Halishahar, Halishahar, Chattogram",Apartment,3,3,"1,150 sqft", Call, Email
Visit This Apartment For Sale In North Pahartali Ward Near Sea World Resort,https://images-cdn.bproperty.com/thumbnails/185681-400x300.jpeg,https://www.bproperty.com/en/property/details-1865840.html,BDT,45 Lakh,"West Firojshah colony, 9 No. North Pahartali Ward, Chattogram",Apartment,3,2,"1,052 sqft", Call, Email
"Apartment For Sale In 15 No. Bagmoniram Ward, Near Asian University For Women",https://images-cdn.bproperty.com/thumbnails/327610-400x300.jpeg,https://www.bproperty.com/en/property/details-1864974.html,BDT,80 Lakh,"15 No. Bagmoniram Ward, Chattogram",Apartment,3,3,"1,700 sqft", Call, Email
"This 2200 SQ Ft apartment up for sale in Chawk Bazaar Ward, near Chittagong Grammar School Lower",https://images-cdn.bproperty.com/thumbnails/153773-400x300.jpeg,https://www.bproperty.com/en/property/details-1862161.html,BDT,1.7 Crore,"16 No. Chawk Bazaar Ward, Chattogram",Apartment,4,4,"2,200 sqft", Call, Email
1355 Sq Ft Apartment For Sale In Chandgaon Nearby Chandgaon Jame Masjid,,https://www.bproperty.com/en/property/details-1856053.html,BDT,75 Lakh,"4 No Chandgaon Ward, Chattogram",Apartment,3,3,"1,355 sqft", Call, Email
"Close to Chatogram Residential School & College, a 1552 SQ FT apartment is available for sale in Halishahar",,https://www.bproperty.com/en/property/details-1851461.html,BDT,72 Lakh,"Road No 1, Block H, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,3,3,"1,552 sqft", Call, Email
An apartment is available for sale at Double Mooring nearby Purbo Muhuri Para Jame Masjid,,https://www.bproperty.com/en/property/details-1847402.html,BDT,36 Lakh,"Shantibag Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,2,2,"1,000 sqft", Call, Email
"Available in Bayazid, is a 2600 SQ FT apartment for sale, near Bangladesh Korea Technical Training Center, Chatogram",,https://www.bproperty.com/en/property/details-1840115.html,BDT,1.2 Crore,"Bayazid, Chattogram",Apartment,3,4,"2,600 sqft", Call, Email
Ready Flat 1215 Sq Ft Is Now For Sale In Chandgaon Nearby Shantinagar Ideal School,,https://www.bproperty.com/en/property/details-1819595.html,BDT,60 Lakh,"Chandrima, Chandgaon Residential Area, 4 No Chandgaon Ward, Chattogram",Apartment,3,3,"1,215 sqft", Call, Email
At Chattogram DOHS 1350 Square Feet Flat For Sale.,,https://www.bproperty.com/en/property/details-1826880.html,BDT,72 Lakh,"Chattogram DOHS, Bayazid, Chattogram",Apartment,3,4,"1,350 sqft", Call, Email
"Beautiful And Well-constructed 1400 Sq Ft Apartment Is Ready For Sale At Chatogram, Near Ferozshah Colony Government Primary School",,https://www.bproperty.com/en/property/details-1817174.html,BDT,70 Lakh,"Lake Valley R/A, 9 No. North Pahartali Ward, Chattogram",Apartment,3,3,"1,400 sqft", Call, Email
