Title,_287661cb_URL,Image,c4fc20ba,f343d9ce,_7afabd84,_4b74b8bb,_4720d1a0,_4720d1a01,_4720d1a02,_85d9f2e2,_3d84afe9,Image3
Flat for Rent in Double Mooring close to Double Mooring Jame Majsid,https://www.bproperty.com/en/property/details-1945846.html,https://images-cdn.bproperty.com/thumbnails/234316-400x300.jpeg,BDT,10 Thousand,"Saraipara, 12 No. Sarai Para Ward, Double Mooring, Chattogram",Apartment,3,1,850 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"Nice Flat Can Be Found In Double Mooring For Rent, Near Social Islami Bank Limited",https://www.bproperty.com/en/property/details-1912593.html,https://images-cdn.bproperty.com/thumbnails/269546-400x300.jpeg,BDT,10 Thousand,"Double Mooring, Chattogram",Apartment,2,2,"1,000 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
A 680 Sq. Ft. flat is now up for Rent located near to Zahur Ahmed Chowdhury Stadium Academy in Kattali,https://www.bproperty.com/en/property/details-1779133.html,https://images-cdn.bproperty.com/thumbnails/584808-400x300.jpeg,BDT,10 Thousand,"CDA R/A, 10 No. North Kattali Ward, Chattogram",Apartment,2,1,680 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
This 1500 Sq Ft Residential Flat Is Up For Rent At Panchlaish Area Close To Limelight Grammar School.,https://www.bproperty.com/en/property/details-1678686.html,https://images-cdn.bproperty.com/thumbnails/749506-400x300.jpeg,BDT,22 Thousand,"Block B, Sugandha Residential Area, Panchlaish, Chattogram",Apartment,3,3,"1,500 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"Picture yourself, residing in this 1100 SQ FT apartment in Bayazid for rent",https://www.bproperty.com/en/property/details-5174670.html,https://images-cdn.bproperty.com/thumbnails/1433821-400x300.jpeg,BDT,17.5 Thousand,"Block A, Hill View R/A, Bayazid, Chattogram",Apartment,3,3,"1,100 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
We Have A 900 Sq. Ft Flat For Rent In 4 No. South Nalapara.,https://www.bproperty.com/en/property/details-5412491.html,https://images-cdn.bproperty.com/thumbnails/1427367-400x300.jpeg,BDT,19 Thousand,"30 No. East Madarbari Ward, Chattogram",Apartment,2,2,900 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"A noteworthy Residence up for rent in Panchlaish Residential Area area, of 1700 SQ FT is available and open for new tenants to move in",https://www.bproperty.com/en/property/details-4739087.html,https://images-cdn.bproperty.com/thumbnails/1420000-400x300.jpeg,BDT,28 Thousand,"Panchlaish Residential Area, 16 No. Chawk Bazaar Ward, Chattogram",Apartment,3,3,"1,700 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
1350 Sq Ft Flat With Updated Residential Features Is Up For Rent In Chawk Bazar,https://www.bproperty.com/en/property/details-5404637.html,https://images-cdn.bproperty.com/thumbnails/1417373-400x300.jpeg,BDT,22 Thousand,"Joy Nagar, Chawk Bazar, 16 No. Chawk Bazaar Ward, Chattogram",Apartment,3,3,"1,350 sqft", Call, Email,
"Grab The Deal Of Renting This 1200 Sq Feet Residential Apartment In Puratan Chandgaon, 4 No Chandgaon Ward",https://www.bproperty.com/en/property/details-3690903.html,,BDT,12 Thousand,"Puratan Chandgaon, 4 No Chandgaon Ward, Chattogram",Apartment,3,3,"1,200 sqft", Call, Email,
"Hurry! Make This 3 Bedroom Apartment Your Next Residing Place In Dewan Bazar, Bakalia",https://www.bproperty.com/en/property/details-5301056.html,,BDT,24 Thousand,"Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,200 sqft", Call, Email,
Bright And Comfortable Apartment Featuring 1200 Sq Ft Apartment Is Up For Rent In Dewan Bazar,https://www.bproperty.com/en/property/details-5301055.html,,BDT,24 Thousand,"Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,200 sqft", Call, Email,
Grab This Well Maintained & Cozy 3 Bedroom Apartment In Dewan Bazar For Rent,https://www.bproperty.com/en/property/details-5301054.html,,BDT,24 Thousand,"Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,200 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Stunning Views With Quality Finishing A 1200 Sq Ft Apartment Is Up For Rent In Dewan Bazar,https://www.bproperty.com/en/property/details-5301053.html,https://images-cdn.bproperty.com/thumbnails/1406775-400x300.jpeg,BDT,24 Thousand,"Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,200 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"Good-Looking Flat Is Available For Rent In Dewan Bazar, Which Is 1200 Sq Ft",https://www.bproperty.com/en/property/details-5301051.html,https://images-cdn.bproperty.com/thumbnails/1406773-400x300.jpeg,BDT,24 Thousand,"Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,200 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"In The Amazing Location Of Dewan Bazar, This 1200 Sq Ft Flat Is Waiting For Rent",https://www.bproperty.com/en/property/details-5301050.html,https://images-cdn.bproperty.com/thumbnails/1406772-400x300.jpeg,BDT,24 Thousand,"Dewan Bazar, Bakalia, Chattogram",Apartment,2,2,"1,200 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"This 1200 Sq Ft Well Defined Flat Is Now Available For Rent In Dewan Bazar, Bakalia",https://www.bproperty.com/en/property/details-5301049.html,https://images-cdn.bproperty.com/thumbnails/1406774-400x300.jpeg,BDT,24 Thousand,"Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,200 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"Give Special Importance To Rent This 1200 Square Feet Apartment With All The Nice Homely Features in Dewan Bazar, Bakalia",https://www.bproperty.com/en/property/details-5301052.html,https://images-cdn.bproperty.com/thumbnails/1406737-400x300.jpeg,BDT,24 Thousand,"Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,200 sqft", Call, Email,
Grab This 800 Sq Ft Ready Flat For Rent At Bayazid,https://www.bproperty.com/en/property/details-3715491.html,,BDT,11 Thousand,"Nasirabad, Bayazid, Chattogram",Apartment,2,2,800 sqft, Call, Email,
Be the resident of a 700 SQ FT residential flat waiting to get rented at Double Mooring,https://www.bproperty.com/en/property/details-2098144.html,,BDT,11 Thousand,"Double Mooring, Chattogram",Apartment,2,1,700 sqft, Call, Email,
A budget friendly 700 SQ FT residential flat is ready for rent at Sarai Para Ward,https://www.bproperty.com/en/property/details-2098143.html,,BDT,10.5 Thousand,"Double Mooring, Chattogram",Apartment,2,1,700 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
A budget friendly 700 SQ FT residential flat is ready for rent at 12 No. Sarai Para Ward,https://www.bproperty.com/en/property/details-2098141.html,https://images-cdn.bproperty.com/thumbnails/1012914-400x300.jpeg,BDT,10 Thousand,"Double Mooring, Chattogram",Apartment,2,1,700 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"At Double Mooring, Suitable Apartment Is Up For Rent Which Is 1100 Sq Ft",https://www.bproperty.com/en/property/details-2098218.html,https://images-cdn.bproperty.com/thumbnails/1012159-400x300.jpeg,BDT,11 Thousand,"25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,3,2,"1,100 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
A Decent 1200 Sq Ft Flat Is Now To Rent In Sugandha Residential Area,https://www.bproperty.com/en/property/details-2098196.html,https://images-cdn.bproperty.com/thumbnails/1011995-400x300.jpeg,BDT,21 Thousand,"Sugandha Residential Area, Panchlaish, Chattogram",Apartment,3,3,"1,200 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Properly Designed This 900 Square Feet Apartment Is Now Up For Rent In 22 No. Enayet Bazaar Ward,https://www.bproperty.com/en/property/details-2097032.html,https://images-cdn.bproperty.com/thumbnails/1008170-400x300.jpeg,BDT,22 Thousand,"22 No. Enayet Bazaar Ward, Chattogram",Apartment,2,2,900 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
In This Serene Neighborhood Of 22 No. Enayet Bazaar Ward A 3 Bedroom Large Flat Is Up For Rent.,https://www.bproperty.com/en/property/details-2097035.html,https://images-cdn.bproperty.com/thumbnails/1008173-400x300.jpeg,BDT,20 Thousand,"22 No. Enayet Bazaar Ward, Chattogram",Apartment,3,3,"1,000 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
A 3 Bedroom And 1000 Sq Ft Properly Developed Flat For Rent In 22 No. Enayet Bazaar Ward,https://www.bproperty.com/en/property/details-2097036.html,https://images-cdn.bproperty.com/thumbnails/1008172-400x300.jpeg,BDT,22 Thousand,"22 No. Enayet Bazaar Ward, Chattogram",Apartment,3,3,"1,000 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"Smartly priced 1150 SQ FT apartment, that you should check in Bayazid, Block A",https://www.bproperty.com/en/property/details-2095954.html,https://images-cdn.bproperty.com/thumbnails/1007147-400x300.jpeg,BDT,11 Thousand,"Block A, Hill View R/A, Bayazid, Chattogram",Apartment,3,2,"1,150 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Structurally Well Set 800 Sq Ft Flat For Rent Is Available In South Kattali,https://www.bproperty.com/en/property/details-2096425.html,https://images-cdn.bproperty.com/thumbnails/1005604-400x300.jpeg,BDT,14 Thousand,"Dakshin Kattali, 11 No. South Kattali Ward, Chattogram",Apartment,3,3,800 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Living Space For Rent In South Kattali,https://www.bproperty.com/en/property/details-2096424.html,https://images-cdn.bproperty.com/thumbnails/1005573-400x300.jpeg,BDT,14 Thousand,"Dakshin Kattali, 11 No. South Kattali Ward, Chattogram",Apartment,2,2,800 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Everything You Need In A Home Is All Right Here In This Dakshin Kattali Flat Which Is Up For Rent .,https://www.bproperty.com/en/property/details-2096431.html,,BDT,12 Thousand,"Dakshin Kattali, 11 No. South Kattali Ward, Chattogram",Apartment,3,3,800 sqft, Call, Email,
"Wonderful 780 SQ FT flat is available to Rent in Double Mooring, Dhaka Trunk Road",https://www.bproperty.com/en/property/details-2095146.html,,BDT,15 Thousand,"Double Mooring, Chattogram",Apartment,2,2,780 sqft, Call, Email,
Ready For A Spectacular House To Rent? This One's Located In Mohammadpur.,https://www.bproperty.com/en/property/details-2084894.html,,BDT,12 Thousand,"Mohammadpur, 7 No. West Sholoshohor Ward, Chattogram",Apartment,2,2,"1,050 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Delightful Apartment Of 1300 Sq Ft Is Available For Rent In Halishahar,https://www.bproperty.com/en/property/details-2082422.html,https://images-cdn.bproperty.com/thumbnails/981564-400x300.jpeg,BDT,20 Thousand,"Halishahar, Chattogram",Apartment,3,2,"1,300 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Grab This Large 1600 Sq. Ft Flat For Rent In East Nasirabad Before It's Rented Out,https://www.bproperty.com/en/property/details-2082130.html,https://images-cdn.bproperty.com/thumbnails/980988-400x300.jpeg,BDT,25 Thousand,"East Nasirabad, Chattogram",Apartment,3,3,"1,600 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Spaciously Designed And Strongly Structured This Apartment Is Now Vacant For Rent In East Nasirabad,https://www.bproperty.com/en/property/details-2082132.html,https://images-cdn.bproperty.com/thumbnails/980985-400x300.jpeg,BDT,24 Thousand,"East Nasirabad, Chattogram",Apartment,3,3,"1,500 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Flat For Rent In East Nasirabad Near Khulshi Jame Masjid,https://www.bproperty.com/en/property/details-2082129.html,https://images-cdn.bproperty.com/thumbnails/980960-400x300.jpeg,BDT,25 Thousand,"East Nasirabad, Chattogram",Apartment,3,3,"1,600 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"Notable Home For Rent In Green View Residential Area, 11 No. South Kattali Ward",https://www.bproperty.com/en/property/details-2068757.html,https://images-cdn.bproperty.com/thumbnails/953130-400x300.jpeg,BDT,15 Thousand,"11 No. South Kattali Ward, Chattogram",Apartment,3,3,"1,300 sqft", Call, Email,
"Apartment for Rent in Bayazid, Road No 1 nearby Bayazid Thana",https://www.bproperty.com/en/property/details-1934262.html,,BDT,11 Thousand,"Kunjachaya Residential Area, Bayazid, Chattogram",Apartment,3,2,"1,000 sqft", Call, Email,
"Comfortable, convenient and well constructed 1250 SQ FT flat for rent in Khulshi, near Radiant School and College",https://www.bproperty.com/en/property/details-1824921.html,,BDT,22 Thousand,"Khulshi, Chattogram",Apartment,3,3,"1,250 sqft", Call, Email,
Beautiful and well-constructed 920 SQ Ft apartment is ready for rent at Jangalpara nearby Ajmir Medico.,https://www.bproperty.com/en/property/details-1796101.html,,BDT,11 Thousand,"Jangalpara, 7 No. West Sholoshohor Ward, Chattogram",Apartment,2,2,920 sqft, Call, Email,
"An Apartment Is Ready For Rent At 6 No East Sholoshohor Ward, Bakalia",https://www.bproperty.com/en/property/details-4831936.html,,BDT,11 Thousand,"Korom Para, 6 No East Sholoshohor Ward, Bakalia, Chattogram",Apartment,2,2,900 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
1000 Sq Ft Ready Flat For Rent At Bayazid,https://www.bproperty.com/en/property/details-4696685.html,https://images-cdn.bproperty.com/thumbnails/1415946-400x300.jpeg,BDT,12.5 Thousand,"Block A, Hill View R/A, Bayazid, Chattogram",Apartment,3,2,"1,000 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
This 1200 Sq Ft Apartment Is Ready To Rent In Panchlaish,https://www.bproperty.com/en/property/details-4921659.html,https://images-cdn.bproperty.com/thumbnails/1415952-400x300.jpeg,BDT,22 Thousand,"Sugandha Residential Area, Panchlaish, Chattogram",Apartment,2,3,"1,200 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"This 1500 Sq Ft Apartment Is Ready To Rent At Panchlaish, Sugandha Residential Area",https://www.bproperty.com/en/property/details-4921662.html,https://images-cdn.bproperty.com/thumbnails/1415947-400x300.jpeg,BDT,23 Thousand,"Sugandha Residential Area, Panchlaish, Chattogram",Apartment,3,3,"1,500 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Express Your Individuality At This 700 Sq. ft Apartment Which Is Vacant For Rent In The Location Of 11 No. South Kattali Ward.,https://www.bproperty.com/en/property/details-5279010.html,https://images-cdn.bproperty.com/thumbnails/1415545-400x300.jpeg,BDT,11 Thousand,"11 No. South Kattali Ward, Chattogram",Apartment,2,2,700 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"Reside Conveniently In This Comfortable 1400 Sq. Ft Flat For Rent At Hill Side Residential Area , Lal Khan Bazaar.",https://www.bproperty.com/en/property/details-5396433.html,https://images-cdn.bproperty.com/thumbnails/1408643-400x300.jpeg,BDT,25 Thousand,"Hill Side Residential Area, Lal Khan Bazaar, Chattogram",Apartment,3,3,"1,400 sqft", Call, Email,
Express Your Individuality At This 1400 Sq. ft Apartment Which Is Vacant For Rent In The Location Of Hill Side Residential Area .,https://www.bproperty.com/en/property/details-5396432.html,,BDT,25 Thousand,"Hill Side Residential Area, Lal Khan Bazaar, Chattogram",Apartment,3,3,"1,400 sqft", Call, Email,
"To Lead A Peaceful Life, Rent This 1400 Sq Ft Apartment In Hill Side Residential Area, Lal Khan Bazaar",https://www.bproperty.com/en/property/details-5396421.html,,BDT,25 Thousand,"Hill Side Residential Area, Lal Khan Bazaar, Chattogram",Apartment,3,3,"1,400 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"A Solidly Built 1400 Sq Ft Flat Is Up For Rent In Hill Side Residential Area, Lal Khan Bazaar",https://www.bproperty.com/en/property/details-5396420.html,https://images-cdn.bproperty.com/thumbnails/1406663-400x300.jpeg,BDT,25 Thousand,"Hill Side Residential Area, Lal Khan Bazaar, Chattogram",Apartment,3,3,"1,400 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
A Perfect Flat Of 1400 Sq Ft For Living With Family Is Available For Rent At Hill Side R/a,https://www.bproperty.com/en/property/details-5396427.html,https://images-cdn.bproperty.com/thumbnails/1406460-400x300.jpeg,BDT,25 Thousand,"Hill Side Residential Area, Lal Khan Bazaar, Chattogram",Apartment,3,3,"1,400 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
A Relaxing 1400 Sq Ft Flat Is Up For Rent At Hill Side Residential Area,https://www.bproperty.com/en/property/details-5396429.html,https://images-cdn.bproperty.com/thumbnails/1406462-400x300.jpeg,BDT,25 Thousand,"Hill Side Residential Area, Lal Khan Bazaar, Chattogram",Apartment,3,3,"1,400 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
A 1400 Sq Ft Well Fitted Residential Property Is On Rent In Hill Side Residential Area,https://www.bproperty.com/en/property/details-5396430.html,https://images-cdn.bproperty.com/thumbnails/1406463-400x300.jpeg,BDT,25 Thousand,"Hill Side Residential Area, Lal Khan Bazaar, Chattogram",Apartment,3,3,"1,400 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"Grab This Lovely 1400 Sq Ft Flat In Hill Sider/a, To Fulfill Your Preference",https://www.bproperty.com/en/property/details-5396418.html,https://images-cdn.bproperty.com/thumbnails/1406396-400x300.jpeg,BDT,25 Thousand,"Hill Side Residential Area, Lal Khan Bazaar, Chattogram",Apartment,3,3,"1,400 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Take Rent This 1400 Sq Ft Nice Flat For Living A Pleasant Life In Hill Side Residential Area,https://www.bproperty.com/en/property/details-5396417.html,https://images-cdn.bproperty.com/thumbnails/1406167-400x300.jpeg,BDT,25 Thousand,"Hill Side Residential Area, Lal Khan Bazaar, Chattogram",Apartment,3,3,"1,400 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"Find Your Desired Apartment At This Ready 800 Sq Ft Flat For Rent At Hill View R/a, Bayazid",https://www.bproperty.com/en/property/details-3766357.html,https://images-cdn.bproperty.com/thumbnails/1416606-400x300.jpeg,BDT,11 Thousand,"Block B, Hill View R/A, Bayazid, Chattogram",Apartment,2,2,800 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
